Petition,URL,State,Signatures Count
Scrap student loan debt for nursing and AHP students,https://petition.parliament.uk/petitions/301395,rejected,8
Implement UK lockdown for preventing spread of COVID19,https://petition.parliament.uk/petitions/301397,open,408777
Temporarily relax the rules around school absences during the COVID19 outbreak,https://petition.parliament.uk/petitions/301398,rejected,16
Bring back the death penalty for certain criminals convicted of serious crimes.,https://petition.parliament.uk/petitions/301400,rejected,11
Test all patients with symptoms of COVID-19 regardless of high risk travel,https://petition.parliament.uk/petitions/301402,rejected,9
Close universities down for appropriate amount of time amidst COVID-19,https://petition.parliament.uk/petitions/301406,rejected,6
Government starts encouraging public wearing masks,https://petition.parliament.uk/petitions/301407,rejected,21
Cancel Premier League 2019 / 2020 on public health grounds due to Covid-19,https://petition.parliament.uk/petitions/301409,rejected,6
Suspend the English Premier League 19/20 - Health over football the priority.,https://petition.parliament.uk/petitions/301410,rejected,21
Extend maternity pay to 12 months,https://petition.parliament.uk/petitions/301414,open,1429
Emergency funding to support freelancers & contractors impacted by Coronavirus,https://petition.parliament.uk/petitions/301415,rejected,21
Exempt Commonwealth Service Personnel having to pay fees to remain in the UK,https://petition.parliament.uk/petitions/301422,open,5844
Scrap the 2019-2020 FA Premier League and record no Winner.,https://petition.parliament.uk/petitions/301428,rejected,10
Hand sanitize sale surge promoting 5-10 times overpriced and shortage in stores.,https://petition.parliament.uk/petitions/301429,rejected,6
Dissolve the house of lords,https://petition.parliament.uk/petitions/301430,rejected,21
Stop using student finance loans as an income when claiming universal credit,https://petition.parliament.uk/petitions/301431,open,157
Cancel the 2019/2020 Premier League and EFL season due to Coronavirus outbreak,https://petition.parliament.uk/petitions/301433,rejected,10
Cancel and void premiership football season,https://petition.parliament.uk/petitions/301434,rejected,21
Stop Profiteering on products needed to help stop the corona virus,https://petition.parliament.uk/petitions/301436,rejected,7
For the Government to legislate to abolish the Benefits Cap.,https://petition.parliament.uk/petitions/301437,open,205
Introduce the Right to Repair bill from the US to the UK.,https://petition.parliament.uk/petitions/301438,rejected,6
Businesses to work from home for an appropriate amount of time amidst COVID19,https://petition.parliament.uk/petitions/301439,open,2145
Require UK election results to be counted and reported at polling district level,https://petition.parliament.uk/petitions/301441,open,342
Legally restrict the use of religious slaughter to match proven religious need,https://petition.parliament.uk/petitions/301443,rejected,21
Start shut down of all work/public gatherings for two weeks to halt the spread,https://petition.parliament.uk/petitions/301447,rejected,15
Stop LGBT conversion therapy,https://petition.parliament.uk/petitions/301449,rejected,8
"Urging people to work from home, if practicable, during COVID19 crisis in the UK",https://petition.parliament.uk/petitions/301451,rejected,8
We need direct transport from Disley to Poynton!,https://petition.parliament.uk/petitions/301455,rejected,8
Give all GCSE students their target grades as their real grades and shut schools,https://petition.parliament.uk/petitions/301458,rejected,7
To keep face to face contact between biological parents and a children in care,https://petition.parliament.uk/petitions/301460,rejected,17
Require British Sign Language Interpreters for emergency announcements on TV.,https://petition.parliament.uk/petitions/301461,open,24571
To Extend the transition period until the Corona Virus is fully resolved,https://petition.parliament.uk/petitions/301462,rejected,8
Cancel GCSEs 2020,https://petition.parliament.uk/petitions/301473,rejected,6
"Closure of the country, restrictions on all movements, inbound isolation 14 days",https://petition.parliament.uk/petitions/301475,rejected,6
Step up efforts to contain COVID-19.,https://petition.parliament.uk/petitions/301477,rejected,11
Suspend Mortgage payments for COVID-19 in the UK,https://petition.parliament.uk/petitions/301478,rejected,7
Hand washing facilities should be made compulsory in all public places,https://petition.parliament.uk/petitions/301482,open,66
Make hand sanitiser available at all fast food establishments,https://petition.parliament.uk/petitions/301484,rejected,6
Close schools and colleges to contain the outbreak of Convid-19,https://petition.parliament.uk/petitions/301487,rejected,6
"Pay Carer's a living wage/income/allowance, £64 a week is not enough.",https://petition.parliament.uk/petitions/301488,rejected,16
To Extend the transition period until the Corona Virus is fully resolved,https://petition.parliament.uk/petitions/301489,rejected,10
Start systematic mass testing to prevent the spread of COVID19,https://petition.parliament.uk/petitions/301490,rejected,21
Explain the state pension,https://petition.parliament.uk/petitions/301492,rejected,6
"Close all Schools, Colleges and Work as a result of Coronavirus",https://petition.parliament.uk/petitions/301493,rejected,6
Cancel the £224 per year increase to the NHS Surcharge,https://petition.parliament.uk/petitions/301494,open,184
Allow people to work from home to mitigate the potential spread of COVID-19,https://petition.parliament.uk/petitions/301496,rejected,7
Ban counselling notes of rape survivors from being used in court,https://petition.parliament.uk/petitions/301500,open,79
Make media representation of women's sport equal to men's.,https://petition.parliament.uk/petitions/301501,rejected,12
Payd parental leave for parents if school will be closed because of Coronavirus,https://petition.parliament.uk/petitions/301502,rejected,6
Stop Proposed A303 Stonehenge Tunnel,https://petition.parliament.uk/petitions/301503,open,17
I call upon the government to cancel all sporting events due to Coronavirus.,https://petition.parliament.uk/petitions/301506,rejected,6
Increase the State Pension to the Living Wage. Pensioners need to live too.,https://petition.parliament.uk/petitions/301511,rejected,6
HMG implement the Home Affairs Select Committee report on Youth Violence in full,https://petition.parliament.uk/petitions/301512,open,23
Check for COVID 19 for appropriate amount of time at UK departures and Arrivals,https://petition.parliament.uk/petitions/301514,rejected,9
Force all universities to teach online for the time amidst COVID-19,https://petition.parliament.uk/petitions/301518,rejected,7
Nullifying premiership season to stop the potential spread of coronavirus.,https://petition.parliament.uk/petitions/301521,rejected,16
Change the name of the county “Merseyside” to “City of Liverpool”,https://petition.parliament.uk/petitions/301522,rejected,6
Protect the childcare element of Universal Credit from deductions,https://petition.parliament.uk/petitions/301527,open,46
Government please fund free-of-charge Broadband for all over-75s.,https://petition.parliament.uk/petitions/301528,open,25
Lock down the entire country to contain the covid 19 virus,https://petition.parliament.uk/petitions/301529,rejected,13
Cancel St Patrick Day Parade in UK for  not further spreading Corona Virus.,https://petition.parliament.uk/petitions/301531,rejected,6
Universities should implement online teaching！,https://petition.parliament.uk/petitions/301532,rejected,18
Urgently puchase more ECMO machines to treat critical coronavirus patients,https://petition.parliament.uk/petitions/301533,rejected,8
Tell GCSE and A-Level students how exams will be affected by coronavirus ASAP.,https://petition.parliament.uk/petitions/301538,rejected,6
Smart working for all employee amongst Covid period to prevent further spreading,https://petition.parliament.uk/petitions/301542,rejected,7
Make Remembrance Day a public holiday,https://petition.parliament.uk/petitions/301544,open,23
Stop using our taxes to fund global heating.,https://petition.parliament.uk/petitions/301546,rejected,6
Pay full wage instead of SSP during coranavirus outbreak,https://petition.parliament.uk/petitions/301547,rejected,21
Close schools in Manchester due to the spread of the Coronavirus,https://petition.parliament.uk/petitions/301549,rejected,10
Close all public spaces and enforce smart working where possible.,https://petition.parliament.uk/petitions/301554,rejected,10
Encourage working from home amongst COVID-19 outbreak,https://petition.parliament.uk/petitions/301558,rejected,8
Fund paid leave for people with high risk conditions during COVID19,https://petition.parliament.uk/petitions/301559,open,96
Survival rates for Coronavirus,https://petition.parliament.uk/petitions/301560,rejected,6
Maintain the requirement for Top 14 Allergen listing,https://petition.parliament.uk/petitions/301562,open,85
Emergency National Unity Government,https://petition.parliament.uk/petitions/301563,open,1253
Provide Hand Sanitiser at all major Supermarkets & rail station and on all Buses,https://petition.parliament.uk/petitions/301568,rejected,6
Allow parents to temporarily home school their child during COVID-19 outbrake.,https://petition.parliament.uk/petitions/301571,rejected,7
Make manufacturers use recyclable packaging by law,https://petition.parliament.uk/petitions/301572,open,71
Allow parents of vulnerable children to home educate temporarily during outbreak,https://petition.parliament.uk/petitions/301574,open,38
Make electric scooters legal to reduce our carbon footprint / cut emissions,https://petition.parliament.uk/petitions/301579,open,384
Schools must allow children to stay at home until the Coronavirus crisis ends,https://petition.parliament.uk/petitions/301581,rejected,6
Pay extra for all healthcare professionals dealing with Covid 19,https://petition.parliament.uk/petitions/301588,rejected,8
Allow families to prevent press reporting of a loved one’s suicide,https://petition.parliament.uk/petitions/301590,open,390
Armed forces veterans want to be recognised for service with a relevant pension.,https://petition.parliament.uk/petitions/301591,rejected,21
Stop all trade with China until their brutal animal trade is abolished.,https://petition.parliament.uk/petitions/301592,rejected,8
Drastic action needs to be taken now in order to stop COVID-19.,https://petition.parliament.uk/petitions/301593,rejected,21
Limit yearly council tax increases to level of inflation,https://petition.parliament.uk/petitions/301594,open,52
close all business in the UK for the coronavirus pandemic,https://petition.parliament.uk/petitions/301595,rejected,21
End the use of all snares in the UK: Make snares illegal to protect our wildlife,https://petition.parliament.uk/petitions/301602,rejected,6
Fund a post-Coronavirus social reconnection strategy,https://petition.parliament.uk/petitions/301607,rejected,9
Urgently set timeline and provide funding for roads to be repaired nationally.,https://petition.parliament.uk/petitions/301610,open,22
Mandatory COVID 19 testing for everyone,https://petition.parliament.uk/petitions/301611,rejected,6
Shut down all non-urgent NHS services for an appropriate amount of time,https://petition.parliament.uk/petitions/301612,rejected,21
UK Govt should immediately implement strong steps to contain COVID19 pandemic,https://petition.parliament.uk/petitions/301613,rejected,7
"Coronavirus: amend the UK Travel advice List for other France, Germany, Spain",https://petition.parliament.uk/petitions/301614,rejected,13
make university expenses more affordable,https://petition.parliament.uk/petitions/301616,rejected,6
Cancel recent Large-scale sports events like marathons  due to COVID-19,https://petition.parliament.uk/petitions/301617,rejected,6
The NHS should provide free sanitary products for anyone,https://petition.parliament.uk/petitions/301619,open,42
Ban overseas funding for religious places of worship in the UK,https://petition.parliament.uk/petitions/301626,open,1617
Sick pay for self employed Carers,https://petition.parliament.uk/petitions/301628,rejected,21
Rebate or exempt congestion charges amid Covid-19 outbreak.,https://petition.parliament.uk/petitions/301634,rejected,8
Provide free flights to all international students in the UK due to Coronavirus.,https://petition.parliament.uk/petitions/301635,rejected,10
business rate relief for all businesses-implement a sliding scale for over £51k,https://petition.parliament.uk/petitions/301636,rejected,6
Require Social Services to Record All Meetings,https://petition.parliament.uk/petitions/301637,open,242
CLOSE ALL SCHOOL DOWN URGENTLY for an appropriate amount of time amidst COVID-19,https://petition.parliament.uk/petitions/301641,rejected,6
Delay the university exam period for a reasonable time amidst COVID-19,https://petition.parliament.uk/petitions/301642,rejected,6
Close the University of Exeter and have online classes. Delay the date of exams,https://petition.parliament.uk/petitions/301643,rejected,10
UK should start to sanitize all public places to  help the fight the coronvirus,https://petition.parliament.uk/petitions/301644,rejected,6
Legalise cannabis,https://petition.parliament.uk/petitions/301646,rejected,8
Public Inquiry into the effectiveness of the DWP in relation to disabled people.,https://petition.parliament.uk/petitions/301648,open,62
Ensure employees are paid their full wage if they can't work due to coronavirus,https://petition.parliament.uk/petitions/301652,open,683
Lower the age a child has a footprint,https://petition.parliament.uk/petitions/301656,rejected,6
Containment has been breached. Start the next phase of the COVID-19 strategy NOW,https://petition.parliament.uk/petitions/301662,rejected,21
Get rid of disabled assessments for people with lifetime disability.,https://petition.parliament.uk/petitions/301664,rejected,8
Have another bank holiday in England,https://petition.parliament.uk/petitions/301672,rejected,1
"Close All Education Centres, Work Places and Ban Large Gatherings, Immediately.",https://petition.parliament.uk/petitions/301679,rejected,21
Everyone should share the cost of the corona virus COVID-19 period,https://petition.parliament.uk/petitions/301684,rejected,9
Suspend the english premier league amidst COVID19,https://petition.parliament.uk/petitions/301693,rejected,8
Create an earned amnesty route for migrants without leave to remain,https://petition.parliament.uk/petitions/301696,open,23759
"Freeze council taxes,mortgage and loan repayments amid the CoronaVirus crisis.",https://petition.parliament.uk/petitions/301698,rejected,21
Require Drs to give patient information leaflets prior to giving vaccinations.,https://petition.parliament.uk/petitions/301699,open,1984
Stop flights in and out of uk to stop covid 19,https://petition.parliament.uk/petitions/301701,rejected,12
Self employed people should be entitled to SSP and Paternal Leave,https://petition.parliament.uk/petitions/301703,open,24
Put the whole of the UK on lockdown like Italy until the Coronavirus dies out.,https://petition.parliament.uk/petitions/301705,rejected,6
"Covid-19 
Zero penalties for parents who remove children from school.",https://petition.parliament.uk/petitions/301708,rejected,6
All infrastructure projects be tested against the Net Zero Emissions 2050 Law,https://petition.parliament.uk/petitions/301709,open,51
Provide refill stations for hand sanitiser gel for public use,https://petition.parliament.uk/petitions/301715,rejected,8
Close all working facilities down for COVID-19,https://petition.parliament.uk/petitions/301716,rejected,8
A petition so that Northern Ireland is also put in lockdown with mainland UK,https://petition.parliament.uk/petitions/301719,rejected,6
Stop cruise ships coming to our harbours in shetland to stop coronavirus spread,https://petition.parliament.uk/petitions/301722,rejected,21
Give people taking A-Levels and GCSEs their predicted grades due to COVID-19,https://petition.parliament.uk/petitions/301729,rejected,21
To close down schools/ colleges because of the virus!,https://petition.parliament.uk/petitions/301732,rejected,10
Ban Glue Mats for Mice & Rats,https://petition.parliament.uk/petitions/301735,rejected,9
"Implement a policy of ""Not Currently Recycled: Not Currently Sold"" for packaging",https://petition.parliament.uk/petitions/301736,rejected,12
Require a visual representation of sugar content on confectionery labels.,https://petition.parliament.uk/petitions/301737,open,363
Impose restrictions on television advertisements for charities,https://petition.parliament.uk/petitions/301739,open,25
Give predicted grades if exams are cancelled instead of doing them in the summer,https://petition.parliament.uk/petitions/301740,rejected,6
Work from home for all companies during Coronavirus,https://petition.parliament.uk/petitions/301741,rejected,21
Make bank holidays a holiday,https://petition.parliament.uk/petitions/301747,rejected,8
"Give all an income if schools, workplaces shut during COVID19/Coronavirus scare",https://petition.parliament.uk/petitions/301748,rejected,21
Make the minimum wage equal for all ages and increase to at least £10,https://petition.parliament.uk/petitions/301749,open,86
Reduce Council Tax! The second largest house hold bill after rent/mortgage,https://petition.parliament.uk/petitions/301755,rejected,7
"Pay people all ages the same amount of money, as we all work equally!",https://petition.parliament.uk/petitions/301757,rejected,6
"Ban Mass public gatherings at all Exhibitions, Sporting Events midst COVID19.",https://petition.parliament.uk/petitions/301759,rejected,7
Covid-19 - enhanced monitoring for all arriving passengers before they can leave,https://petition.parliament.uk/petitions/301760,rejected,9
Make Fire Safety a defined Material Consideration for Planning Applications,https://petition.parliament.uk/petitions/301762,open,281
Stop all homework,https://petition.parliament.uk/petitions/301765,rejected,7
Abolish of Value Added Tax (VAT) on Audiobooks,https://petition.parliament.uk/petitions/301766,open,38
"Freeze Mortgage, Loan/Credit Card, Council Tax and Utility bill payments",https://petition.parliament.uk/petitions/301768,rejected,19
Give year 11s their predicted/target GCSE grades,https://petition.parliament.uk/petitions/301769,rejected,21
Introduce a basic form of monetary education at secondary school.,https://petition.parliament.uk/petitions/301770,rejected,6
Close all private schools as well as the state and grammar schools in the UK.,https://petition.parliament.uk/petitions/301776,rejected,13
Give Commonwealth members of British Armed Services right to remain indefinitely,https://petition.parliament.uk/petitions/301777,open,61
Install copper and copper alloy surfaces across the UK to help prevent COVID-19,https://petition.parliament.uk/petitions/301778,rejected,8
UK travel ban and close borders with europe,https://petition.parliament.uk/petitions/301779,rejected,12
"Legally ban the Niqab, balaclava & item that impedes facial features.",https://petition.parliament.uk/petitions/301780,rejected,21
Test all people with symptoms and Limit large gatherings across the UK.,https://petition.parliament.uk/petitions/301784,rejected,0
"Place UK on lockdown to prevent the COVID-19 
Announce Travel ban globally",https://petition.parliament.uk/petitions/301789,rejected,10
Close the schools to protect from Coronavirus. We need to protect everyone.,https://petition.parliament.uk/petitions/301791,rejected,21
Stop Cruise Liners Coming into Orkney During the Coronavirus Outbreak,https://petition.parliament.uk/petitions/301792,rejected,21
Pay self-employed for self-isolating due to corona virus,https://petition.parliament.uk/petitions/301793,open,3464
Reform rules for slaughter and compensation for cows with Bovine TB,https://petition.parliament.uk/petitions/301802,open,163
Decriminalise HEMP CBD FLOWER (0.2%thc),https://petition.parliament.uk/petitions/301803,rejected,7
Let 16 year olds drive in certain hours of the day,https://petition.parliament.uk/petitions/301810,rejected,6
"Increase our wage when you increase house bills(council tax, gas etc)",https://petition.parliament.uk/petitions/301813,rejected,7
Ban all public transport due to CORONAVIRUS as fear spreads in uk.,https://petition.parliament.uk/petitions/301816,rejected,2
Provide additional money to healthcare workers during the pandemic.,https://petition.parliament.uk/petitions/301820,rejected,7
Refund merchant service charges on refunded transactions.,https://petition.parliament.uk/petitions/301825,rejected,13
Introduce emergency Universal Basic Income measures for duration of outbreak.,https://petition.parliament.uk/petitions/301829,rejected,7
Take private UK hospitals into public use to help deal with COVID-19,https://petition.parliament.uk/petitions/301831,rejected,8
Publish estimated figures alongside confirmed cases of covid-19,https://petition.parliament.uk/petitions/301833,open,23
Make social distancing mandatory today to prevent further spread of COVID19,https://petition.parliament.uk/petitions/301834,rejected,7
Turn all universities into online courses until the coronavirus is contained,https://petition.parliament.uk/petitions/301835,rejected,6
Give UK nurseries emergency funding if they have to close down amid COVID-19,https://petition.parliament.uk/petitions/301836,open,105792
Close all educational facilities due to spreading of coronavirus (COVID-19),https://petition.parliament.uk/petitions/301837,rejected,21
Change The Current Methods The UK Government Uses To Generate Income!,https://petition.parliament.uk/petitions/301838,rejected,10
Provide supplies and medical teams to support Italy.,https://petition.parliament.uk/petitions/301840,open,30
Provide live BSL interpretation for coronavirus briefings from the PM.,https://petition.parliament.uk/petitions/301844,open,163
"10 deaths from Covid19, 6,507 from suicide (2018): invest more in mental health",https://petition.parliament.uk/petitions/301846,rejected,12
Release the models underlying the government's response to COVID-19,https://petition.parliament.uk/petitions/301847,open,122
"Reduce tax on alcohol in pubs, clubs and restaurants",https://petition.parliament.uk/petitions/301850,open,34
Hand over control of the COVID-19 outbreak to medical experts,https://petition.parliament.uk/petitions/301853,rejected,6
Close the schools in the uk until coronavirus is controlled,https://petition.parliament.uk/petitions/301855,rejected,21
Close shopping centres to keep both customers & staff safe from spreading Corona,https://petition.parliament.uk/petitions/301860,rejected,13
"Reduce the risks of a Covid-19 epidemic: avoid delay, it's time to act.",https://petition.parliament.uk/petitions/301864,rejected,21
Close everything down for an appropriate amount of time amidst Covid19.,https://petition.parliament.uk/petitions/301865,rejected,6
Stop Universal Credit make deductions from benefits for student loans,https://petition.parliament.uk/petitions/301866,rejected,21
Decriminalise Marijuana,https://petition.parliament.uk/petitions/301867,rejected,8
UK to quarantine people for 14 days NOT 7 days!,https://petition.parliament.uk/petitions/301868,rejected,7
Only release details of an individual when found guilty of a criminal offence,https://petition.parliament.uk/petitions/301875,open,45
We ask the Govt. to step aside & allow the Shadow Govt. to take control.,https://petition.parliament.uk/petitions/301878,rejected,13
Provide 75% of the national minimum wage for anyone affected by Covid-19.,https://petition.parliament.uk/petitions/301879,rejected,6
Close down and suspend all Sporting Events in UK due to Corona Virus COVID-19,https://petition.parliament.uk/petitions/301880,rejected,8
allow schools to take their students abroad on school trips,https://petition.parliament.uk/petitions/301893,rejected,10
"Students to have GCSE target grades, due to the possibility of schools closing.",https://petition.parliament.uk/petitions/301896,rejected,7
Freeze rent payments during Coronavirus crisis,https://petition.parliament.uk/petitions/301897,rejected,21
Provide temporary country lock down due to coronavirus,https://petition.parliament.uk/petitions/301902,rejected,21
Provide financial support to performers and creators during the COVID-19 crisis,https://petition.parliament.uk/petitions/301903,open,12672
Recognise Misophonia as a medical condition.,https://petition.parliament.uk/petitions/301904,rejected,6
Exempt overseas nurses from paying the Immigration Health Surcharge,https://petition.parliament.uk/petitions/301907,open,686
Do NOT close schools/university over Coronavirus unless absolutely necessary.,https://petition.parliament.uk/petitions/301908,rejected,21
Ban travel from mainland Europe to protect our citizens and the NHS.,https://petition.parliament.uk/petitions/301910,rejected,6
The ban on late fees and Bailiff collections during delay phase of Covid 19.,https://petition.parliament.uk/petitions/301911,rejected,6
"Fast implementation of tough, stringent emergency measures to stop coronavirus",https://petition.parliament.uk/petitions/301913,rejected,7
Airline Give full Refund Public who cancel their Holidays Fear of Corona Virus,https://petition.parliament.uk/petitions/301917,rejected,8
CLOSE SCHOOLS AMIDST CORONA VIRUS SPREAD,https://petition.parliament.uk/petitions/301918,rejected,14
Coronavirus lock down,https://petition.parliament.uk/petitions/301919,rejected,21
Making santising hands upon entry to a educational establishment mandatory,https://petition.parliament.uk/petitions/301922,rejected,6
"Keep testing people, give information on numbers /locations of coronavirus",https://petition.parliament.uk/petitions/301923,rejected,8
"Start mandatory, UK wide, drive through or walk through testing for Covid19.",https://petition.parliament.uk/petitions/301927,rejected,10
Hold an Inquiry into DVSA’s treatment of Disabled People & Complaint System,https://petition.parliament.uk/petitions/301929,rejected,6
Bypass delay phase close schools with immediate affect,https://petition.parliament.uk/petitions/301932,rejected,21
"immediate testing for coronavirus, our ignorance will be our downfall",https://petition.parliament.uk/petitions/301937,rejected,9
Ban plastic dog poo bags and promote the use of a biodegradable alternative.,https://petition.parliament.uk/petitions/301938,rejected,6
Create legislation requiring employers to have Mental Health First Aiders,https://petition.parliament.uk/petitions/301940,open,25
Take urgent action to stop people panic buying during the Coronavirus outbreak.,https://petition.parliament.uk/petitions/301941,rejected,7
Abolish/refund the third installment of tuition fees for postgraduate students,https://petition.parliament.uk/petitions/301942,rejected,15
Stop Covid-19 Coronavirus profiteering now!,https://petition.parliament.uk/petitions/301944,rejected,9
Reduce or scrap the immigration health surcharge for overseas NHS Staff.,https://petition.parliament.uk/petitions/301948,open,16130
Compensate Student Nurses Who did not benefit from the reinstated bursaries,https://petition.parliament.uk/petitions/301956,rejected,18
Cleanliness of public transport busses trains subs taxis due to COVID-19,https://petition.parliament.uk/petitions/301957,rejected,7
"We are in delay phase, so why are the schools not shut down in the U.K.?",https://petition.parliament.uk/petitions/301958,rejected,6
Test all NHS staff for Coronavirus (COVID-19),https://petition.parliament.uk/petitions/301959,rejected,7
Test all people with symptoms COVID-19 not just those who have been outside uk,https://petition.parliament.uk/petitions/301960,rejected,12
Give school students free public transport to school,https://petition.parliament.uk/petitions/301962,open,72
Because of the pandemic we should ask the EU to extend the transition period.,https://petition.parliament.uk/petitions/301963,rejected,6
Publish all data and models underlying the Government's COVID-19 strategy,https://petition.parliament.uk/petitions/301968,rejected,21
Financial help for everyone to they can spend some more money on hygiene product,https://petition.parliament.uk/petitions/301971,rejected,10
Divide Child Benefit equally between separated parents who share equal care.,https://petition.parliament.uk/petitions/301972,open,19
Support working parents.,https://petition.parliament.uk/petitions/301975,rejected,7
Bring all private hospitals into emergency private ownership,https://petition.parliament.uk/petitions/301986,rejected,6
help the vulnerable instead of trying to wipe them out by the Covid-19,https://petition.parliament.uk/petitions/301996,rejected,9
shops to limit how much one person can buy toilet roll to only 2 packs per buyer,https://petition.parliament.uk/petitions/301997,rejected,6
COVID-19: Close NI schools and colleges. We all live on this island.,https://petition.parliament.uk/petitions/301998,rejected,21
All schools should allow students to wear surgical masks to prevent COVID-19,https://petition.parliament.uk/petitions/302005,rejected,8
Stop general transport from areas which have been heavily hit by COVID-19.,https://petition.parliament.uk/petitions/302009,rejected,6
Full Pay for anyone Advised to self Isolate by 111.,https://petition.parliament.uk/petitions/302013,rejected,10
Take ACTION and close schools to reduce the spread between children.,https://petition.parliament.uk/petitions/302017,rejected,6
Allow each child to have 5 days of permitted school vacation during term time,https://petition.parliament.uk/petitions/302021,open,28
The UK government must immediately return to the contain phase for COVID-19,https://petition.parliament.uk/petitions/302027,rejected,8
Coronavirus: NHS must start making swab tests not only for sick people.,https://petition.parliament.uk/petitions/302032,rejected,8
Continue testing individuals for Covid-19 who have symptoms,https://petition.parliament.uk/petitions/302036,rejected,8
The government isn’t doing enough to stop the spread of the virus Act Now!,https://petition.parliament.uk/petitions/302040,rejected,13
Home self testing kits for coronavirus!,https://petition.parliament.uk/petitions/302041,rejected,6
To let planned school trips go ahead in non affected area’s,https://petition.parliament.uk/petitions/302043,rejected,11
Parents to make their own decision to keep their children off school,https://petition.parliament.uk/petitions/302049,rejected,21
"Give extra points in Points Based Immigration, if anyone has studied in the UK.",https://petition.parliament.uk/petitions/302050,open,518
ALL people with coronavirus symptoms to be tested (not just those in hospital),https://petition.parliament.uk/petitions/302051,rejected,8
Coronavirus testing for all those showing symptoms of the virus,https://petition.parliament.uk/petitions/302055,rejected,11
Amend the IR35 Reforms to re-instate the 5% allowance for all contractors,https://petition.parliament.uk/petitions/302056,open,75
"Allow parents to choose to homeschool children, through the Covid-19 pandemic.",https://petition.parliament.uk/petitions/302064,rejected,18
Boycott the government for taking no precautions with COVID-19.,https://petition.parliament.uk/petitions/302065,rejected,10
Football Premier League to cancel the league for this season due to COVID-19.,https://petition.parliament.uk/petitions/302066,rejected,9
Delay IR35 changes until after the Pandemic & Stock Market crash,https://petition.parliament.uk/petitions/302070,rejected,16
Hand washing facilities throughout the UK & Ireland in public places.,https://petition.parliament.uk/petitions/302074,rejected,9
Coronavirus.  Re-introduce free TV license for senior citizens,https://petition.parliament.uk/petitions/302075,rejected,7
Introduce legislation to prohibit the media from scaremongering and lying.,https://petition.parliament.uk/petitions/302077,rejected,6
"Guarantee a minimum of 10,000 Coronavirus tests a day for the next two months",https://petition.parliament.uk/petitions/302082,rejected,21
To reconsider decision to keep schools open in the midst of the coronavirus,https://petition.parliament.uk/petitions/302086,rejected,6
Change the way zero hour contracted carers are not paid Statutory Sick Pay.,https://petition.parliament.uk/petitions/302091,rejected,19
Change school uniform within Helena Romanes School.,https://petition.parliament.uk/petitions/302097,rejected,18
If Schools Close Double Child Benefit Temporarily to Prevent Child Hunger,https://petition.parliament.uk/petitions/302098,rejected,13
Avoid even starting the coronavirus peak in the UK.,https://petition.parliament.uk/petitions/302100,rejected,9
Include Covid-19 into list of specified diseases for insurance protection,https://petition.parliament.uk/petitions/302103,rejected,21
Stop Panic Buying!,https://petition.parliament.uk/petitions/302105,rejected,17
Initiate a reinforced disinfection plan across public transport in the UK.,https://petition.parliament.uk/petitions/302107,rejected,12
make borris johnson to reconsider closing the schools in uk- corona virus,https://petition.parliament.uk/petitions/302110,rejected,11
Bring back COVID-19 testing for everyone who has symptoms in the UK,https://petition.parliament.uk/petitions/302112,rejected,21
CLOSE UK BORDERS IMMEDIATELY,https://petition.parliament.uk/petitions/302115,rejected,8
Cap and regulate service charge fees billed by managing companies to home owners,https://petition.parliament.uk/petitions/302120,open,67
Allow non-UK relatives to come to the UK to support families through coronavirus,https://petition.parliament.uk/petitions/302121,open,69
"Petition to cut out the abhorrent habit of spitting.
Stop spreading disease",https://petition.parliament.uk/petitions/302124,rejected,11
more time off at christmas for schools/colleges.,https://petition.parliament.uk/petitions/302131,rejected,8
Suspend business rates for all retail companies for at least 3 months,https://petition.parliament.uk/petitions/302132,rejected,8
put a pause on mortgage payments and house hold bills due to coronavirus,https://petition.parliament.uk/petitions/302134,rejected,7
Provide immediate financial support to the Tourism Industry.,https://petition.parliament.uk/petitions/302139,open,673
Restart EPL from 0 points for the remainder 9 games after Coronavirus suspension,https://petition.parliament.uk/petitions/302143,rejected,12
Offer more protection to healthcare workers from the effects of covid19,https://petition.parliament.uk/petitions/302144,rejected,6
Bring back the £1 note,https://petition.parliament.uk/petitions/302145,open,29
Encourage train companies to refund unused pre-booked train tickets,https://petition.parliament.uk/petitions/302148,open,30
Increase the state pension,https://petition.parliament.uk/petitions/302150,open,259
Allow parents to remove children from school to home school during COVID-19,https://petition.parliament.uk/petitions/302152,rejected,7
EFL and Premier League to end season and all clubs finish with current standings,https://petition.parliament.uk/petitions/302154,rejected,8
Legislate to restrict aircraft from running their engines while on hold,https://petition.parliament.uk/petitions/302155,open,78
Give tax breaks for self employed people during the coronvirus period,https://petition.parliament.uk/petitions/302157,rejected,7
Revoke IR35 rules causing businesses to blanket ban engaging LTDs under contract,https://petition.parliament.uk/petitions/302159,rejected,6
Economic assistance for the hospitality industry during the COVID-19 pandemic,https://petition.parliament.uk/petitions/302162,open,6504
Cancel all public gatherings to stop the Coronavirus,https://petition.parliament.uk/petitions/302169,rejected,17
Vote of no confidence in Boris Johnson's government due to poor Covid19 response,https://petition.parliament.uk/petitions/302176,rejected,21
"COVID-19, SHUT DOWN PUBLIC TRANSPORT",https://petition.parliament.uk/petitions/302181,rejected,6
Massively Improve and Invest in Technology for Primary Public Services,https://petition.parliament.uk/petitions/302183,rejected,6
